"instalacao","fase","superficie","operador","tipo","inicio","parada","removida","lamina_m","vida_projeto"
"VISUND","IN SERVICE","Y","Equinor Energy AS","SEMISUB STEEL","1999-05-26","","","335","30"
"VISUND NORD","SHUT DOWN","N","Equinor Energy AS","MULTI WELL TEMPLATE","2002-02-01","2006-01-19","","381","25"
"VISUND NORD IOR","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2019-09-02","","","380","25"
"VISUND NORD ITS","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2013-11-05","","","378","25"
"VISUND SDU-1","IN SERVICE","N","Equinor Energy AS","SUBSEA STRUCTURE","1999-05-26","","","335",""
"VISUND SDU-2","IN SERVICE","N","Equinor Energy AS","SUBSEA STRUCTURE","1999-05-26","","","335",""
"VISUND SØR","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2012-11-22","","","292","25"
"VISUND T","INSTALLATION","N","Gassco AS","SUBSEA STRUCTURE","","","","185","25"
"VOLUND","IN SERVICE","N","Aker BP ASA","MULTI WELL TEMPLATE","2009-09-16","","","124","15"
"VØRING T","INSTALLATION","N","Gassco AS","SUBSEA STRUCTURE","","","","171","50"
"YME B","REMOVED","Y","Repsol Norge AS","FSU","1996-02-27","","2001-05-15","95",""
"YME B VEST","DISPOSAL COMPLETED","N","Repsol Norge AS","MULTI WELL TEMPLATE","1999-11-01","","","85","5"
"YME B ØST","DISPOSAL COMPLETED","N","Repsol Norge AS","MULTI WELL TEMPLATE","1996-06-01","","","82","5"
"YME BETA","IN SERVICE","N","Repsol Norge AS","MULTI WELL TEMPLATE","2021-10-25","","","77","15"
"YME BETA NORD","IN SERVICE","N","Repsol Norge AS","MULTI WELL TEMPLATE","2022-12-01","","","79",""
"YME SLS","IN SERVICE","N","Repsol Norge AS","LOADING SYSTEM","2021-10-25","","","93","20"
"YME WHM","IN SERVICE","Y","Repsol Norge AS","MOPUStor","2021-10-25","","","93","15"
"YME-STL","REMOVED","Y","Repsol Norge AS","LOADING SYSTEM","1996-02-27","","2001-07-01","94",""
"YOP-Y","INSTALLATION","N","Equinor Energy AS","SUBSEA STRUCTURE","","","","132","25"
"ZEEBRUGGE","IN SERVICE","Y","Gassco AS","ONSHORE FACILITY","1993-10-01","","","0",""
"ZEEPIPE TERMINAL","IN SERVICE","Y","","ONSHORE FACILITY","1993-10-01","","","0",""
"ZEEPIPE-SCP","IN SERVICE","N","Gassco AS","SUBSEA STRUCTURE","1993-10-01","","","41","50"
"ØRN","INSTALLATION","N","Aker BP ASA","MULTI WELL TEMPLATE","","","","391",""
"ØST FRIGG","INSTALLATION","N","Aker BP ASA","MULTI WELL TEMPLATE","","","","98","25"
"ØST FRIGG A","REMOVED","N","Aker BP ASA","MULTI WELL TEMPLATE","1988-10-01","","2001-07-01","112",""
"ØST FRIGG B","REMOVED","N","Aker BP ASA","MULTI WELL TEMPLATE","1988-10-01","","2001-07-01","112",""
"ØST FRIGG CMS","REMOVED","N","Aker BP ASA","SUBSEA STRUCTURE","1988-10-01","","2001-06-01","112",""
"ØST KAMELEON","IN SERVICE","N","Aker BP ASA","MULTI WELL TEMPLATE","2008-06-08","","","123","20"
"ØYGARDEN ENERGIPARK","IN SERVICE","Y","","ONSHORE FACILITY","2025-08-21","","","0",""
"ÅRSKOG","INSTALLATION","Y","Aker BP ASA","LANDFALL","","","","0","25"
"ÅSGARD A","IN SERVICE","Y","Equinor Energy AS","FPSO","1999-05-20","","","315","20"
"ÅSGARD B","IN SERVICE","Y","Equinor Energy AS","SEMISUB STEEL","2000-10-04","","","300","50"
"ÅSGARD C","IN SERVICE","Y","Equinor Energy AS","FSU","2000-10-04","","","290","20"
"ÅSGARD D","FUTURE","N","","SINGLE WELL TEMPLATE","","","","300",""
"ÅSGARD E","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","1999-05-20","","","305","20"
"ÅSGARD ERB","IN SERVICE","N","Gassco AS","SUBSEA STRUCTURE","2000-10-01","","","305","50"
"ÅSGARD F","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","1999-05-20","","","300","20"
"ÅSGARD G","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","1999-05-20","","","288","20"
"ÅSGARD H","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","290","20"
"ÅSGARD I","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","1999-05-20","","","285","20"
"ÅSGARD J","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","256","20"
"ÅSGARD K","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","296","20"
"ÅSGARD L","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","1999-05-20","","","288","20"
"ÅSGARD M","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","273","20"
"ÅSGARD N","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","272","20"
"ÅSGARD NB","IN SERVICE","N","Equinor Energy AS","SINGLE WELL TEMPLATE","2012-02-10","","","301","20"
"ÅSGARD O","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","286","20"
"ÅSGARD P","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","1999-05-20","","","310","20"
"ÅSGARD PB","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2015-09-04","","","310","25"
"ÅSGARD Q","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2005-08-26","","","300","20"
"ÅSGARD R","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","1999-05-20","","","305","20"
"ÅSGARD RB","IN SERVICE","N","Equinor Energy AS","SUBSEA STRUCTURE","2005-08-26","","","315","20"
"ÅSGARD S","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","1999-05-20","","","300","20"
"ÅSGARD SCMS-A","IN SERVICE","N","Equinor Energy AS","SUBSEA STRUCTURE","2015-09-16","","","267","25"
"ÅSGARD SCSt-A","IN SERVICE","N","Equinor Energy AS","SUBSEA STRUCTURE","2015-09-16","","","267","25"
"ÅSGARD T","IN SERVICE","N","Gassco AS","SUBSEA STRUCTURE","","","","311","50"
"ÅSGARD X","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","298","20"
"ÅSGARD Y","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","260","20"
"ÅSGARD Z","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2000-10-04","","","245","20"
"ÅSGARD-E102 T-koblingspunkt","IN SERVICE","N","","SUBSEA STRUCTURE","","","","0",""
"AASTA HANSTEEN B","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2018-12-17","","","1232","25"
"AASTA HANSTEEN C","IN SERVICE","N","Equinor Energy AS","SINGLE WELL TEMPLATE","2018-12-17","","","1260","25"
"AASTA HANSTEEN D","IN SERVICE","N","Equinor Energy AS","MULTI WELL TEMPLATE","2018-12-17","","","1278","25"
"AASTA HANSTEEN E","IN SERVICE","N","Equinor Energy AS","SINGLE WELL TEMPLATE","2018-11-01","","","1311","25"
"AASTA HANSTEEN PLEM","IN SERVICE","N","Gassco AS","SUBSEA STRUCTURE","2018-12-17","","","1300","25"
"AASTA HANSTEEN SPAR","IN SERVICE","Y","Equinor Energy AS","SPAR","2018-12-17","","","1315","30"
"AASTA HANSTEEN UMBILICAL RISER BASE","IN SERVICE","N","Equinor Energy AS","SUBSEA STRUCTURE","2018-12-17","","","1300","25"
